CODIGO_SINIESTRO,FECHA_SINIESTRO,HORA_SINIESTRO,CLASE_SINIESTRO,CANTIDAD_DE_FALLECIDOS,CANTIDAD_DE_LESIONADOS,CANTIDAD_DE_VEHICULOS_DANADOS,DEPARTAMENTO,PROVINCIA,DISTRITO,ZONA,TIPO_DE_VIA,RED_VIAL,COD_CARRETERA,EXISTE_CICLOVIA,COORDENADAS_LATITUD,COORDENADAS_LONGITUD,CONDICION_CLIMATICA,ZONIFICACION,CARACTERISTICAS_DE_VIA,PERFIL_LONGITUDINAL_VIA,SUPERFICIE_DE_CALZADA,EXISTE_SENAL_VERTICAL,CLASIFICACION_DE_LA_SENAL_VERTICAL_N_1,CLASIFICACION_DE_LA_SENAL_VERTICAL_N_2,EXISTE_SENAL_HORIZONTAL,CAUSA_FACTOR_PRINCIPAL,CAUSA_ESPECIFICA
A-2021-01-63,09/01/2021,19:50,CHOQUE,1,0,2,ICA,ICA,SAN JOSE DE LOS MOLINOS,URBANA,CARRETERA,NACIONAL,PE-1SC,NO,-13.9636687531615,-75.6951521665899,DESPEJADO,ESCOLAR,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-01-16,09/01/2022,04:34,ATROPELLO,1,0,1,PUNO,EL COLLAO,ILAVE,RURAL,CARRETERA,NACIONAL,PE-38A,NO,-16.1354142133734,-69.6436966484532,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-01-178,09/01/2022,08:10,DESPISTE,1,0,1,LA LIBERTAD,PACASMAYO,GUADALUPE,RURAL,CARRETERA,NACIONAL,PE-08,NO,-7.299342,-79.415822,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-01-289,09/01/2022,09:20,CHOQUE,3,2,2,AREQUIPA,CARAVELI,LOMAS,RURAL,CARRETERA,NACIONAL,PE-1S,NO,-15.4814384764314,-74.8596672503487,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-01-57,09/01/2022,14:40,DESPISTE,2,1,1,CAJAMARCA,CUTERVO,SOCOTA,RURAL,CARRETERA,VECINAL,CA-788,NO,-6.30739,-78.663099,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,,,,,NO IDENTIFICA LA CAUSA,
A-2022-01-111,09/01/2022,19:10,ATROPELLO,1,0,0,LIMA,LIMA,SAN BARTOLO,URBANA,CARRETERA,NACIONAL,PE-1S,SI,-12.3851646648015,-76.7704492343266,DESPEJADO,INDUSTRIAL,PUENTE,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2022-01-63,09/01/2022,19:30,CHOQUE,1,0,1,SAN MARTIN,RIOJA,AWAJUN,RURAL,CARRETERA,NACIONAL,PE-5N,NO,-5.790776,-77.41728,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-01-311,09/01/2022,20:05,CHOQUE,1,0,2,JUNIN,SATIPO,PANGOA,RURAL,CARRETERA,NACIONAL,PE-28C,NO,-11.4716384664567,-74.4809855082091,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),,NO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-01-180,09/01/2022,20:14,ATROPELLO,1,0,1,LA LIBERTAD,VIRU,CHAO,RURAL,AVENIDA,URBANO,NO CORRESPONDE,NO,-8.504148,-78.686039,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-01-282,09/01/2022,23:50,DESPISTE,1,2,1,PIURA,HUANCABAMBA,HUANCABAMBA,RURAL,CARRETERA,VECINAL,PI-848,NO,-5.236725,-79.416748,DESPEJADO,RURAL,CURVA,INCLINADA,TROCHA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-01-77,09/01/2022,23:50,DESPISTE,1,0,1,PIURA,SECHURA,CRISTO NOS VALGA,RURAL,CALLE,URBANO,NO CORRESPONDE,NO,-5.49806,-80.7408,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,TROCHA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-02-46,09/02/2021,08:30,DESPISTE,1,1,1,APURIMAC,COTABAMBAS,HAQUIRA,RURAL,CARRETERA,NACIONAL,PE-3SG,NO,-14.2230522271286,-72.1516809995922,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-02-249,09/02/2021,20:00,ATROPELLO,1,0,0,LIMA,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-12.1567622750404,-76.9832530617713,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-02-250,09/02/2021,21:12,DESPISTE,1,0,,LIMA,LIMA,LA VICTORIA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.0761636779939,-77.0276302872285,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-02-56,09/02/2022,03:00,DESPISTE,1,0,,LORETO,MAYNAS,IQUITOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-3.756961,-73.251322,LLUVIOSO,COMERCIAL,ÓVALO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-02-259,09/02/2022,04:30,ATROPELLO FUGA,1,0,,LIMA,HUARAL,HUARAL,URBANA,CARRETERA,NACIONAL,PE-20C,NO,-11.509562,-77.205765,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-02-82,09/02/2022,14:45,DESPISTE,17,7,1,LA LIBERTAD,PATAZ,TAYABAMBA,RURAL,CARRETERA,NACIONAL,PE-10C,NO,-8.384521,-77.284063,LLUVIOSO,RURAL,CURVA,INCLINADA,TROCHA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-02-95,09/02/2022,18:20,CHOQUE,1,1,2,LA LIBERTAD,ASCOPE,PAIJAN,RURAL,CARRETERA,VECINAL,LI-610,NO,-7.72884690411777,-79.324337348835,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-02-216,09/02/2022,20:00,ATROPELLO,1,0,0,LIMA,LIMA,PACHACAMAC,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.101285,-76.874275,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-02-169,09/02/2022,21:40,ATROPELLO FUGA,1,0,0,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,RURAL,CARRETERA,NACIONAL,PE-1NJ,NO,-6.3304186,-79.7639598,NUBLADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-02-102,09/02/2023,04:40,DESPISTE,1,6,1,JUNIN,YAULI,LA OROYA,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-11.602835,-75.872645,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),,NO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-02-103,09/02/2023,09:30,ATROPELLO FUGA,1,0,,JUNIN,JAUJA,MUQUIYAUYO,URBANA,CARRETERA,NACIONAL,PE-3SB,NO,-11.818533,-75.453981,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),,NO,NO IDENTIFICA LA CAUSA,
A-2021-03-315,09/03/2021,03:00,DESPISTE,1,0,1,PIURA,AYABACA,AYABACA,,CARRETERA,NACIONAL,PE-1NT,NO,-4.70467938593124,-79.7950100650379,LLUVIOSO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-03-62,09/03/2021,20:30,CHOQUE FUGA,1,0,2,LA LIBERTAD,TRUJILLO,HUANCHACO,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-7.99302,-79.074555,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-03-74,09/03/2021,21:30,DESPISTE,2,1,1,CAJAMARCA,CHOTA,QUEROCOTO,RURAL,CARRETERA,VECINAL,CA-827,NO,-6.40624446,-79.03196898,LLUVIOSO,RURAL,CURVA,PLANA ,AFIRMADO,,,,,NO IDENTIFICA LA CAUSA,
A-2022-03-90,09/03/2022,00:00,ATROPELLO,1,0,1,LA LIBERTAD,VIRU,CHAO,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-8.539943,-78.67644,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-03-254,09/03/2022,01:15,DESPISTE,2,5,1,ICA,CHINCHA,GROCIO PRADO,RURAL,CARRETERA,NACIONAL,PE-1S,NO,-13.3535449382386,-76.2217284172834,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2022-03-76,09/03/2022,04:50,DESPISTE,4,0,1,LA LIBERTAD,BOLIVAR,BAMBAMARCA,RURAL,CARRETERA,DEPARTAMENTAL,LI-125,NO,-7.54598524765243,-77.713717818424,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,TROCHA,,,,,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO
A-2022-03-104,09/03/2022,06:50,CHOQUE,1,0,2,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-6.723075,-79.892557,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-03-216,09/03/2022,14:00,CHOQUE,1,0,2,LIMA,LIMA,RIMAC,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-12.04027,-77.01653,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-03-53,09/03/2022,15:15,ATROPELLO,1,0,,CAJAMARCA,CAJABAMBA,CACHACHI,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,,-7.62635833,-78.21360167,,,,,,,,,,,
A-2022-03-42,09/03/2022,16:00,DESPISTE,1,0,1,AREQUIPA,CARAVELI,QUICACHA,RURAL,CARRETERA,NACIONAL,PE-32,NO,-15.6174880857991,-73.8054607101253,LLUVIOSO,RURAL,SINUOSA,INCLINADA,TROCHA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-03-29,09/03/2023,10:00,CHOQUE,1,2,3,CAJAMARCA,CHOTA,CHOTA,URBANA,CARRETERA,NACIONAL,PE-3N,NO,-6.567786,-78.648946,SOLEADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,CONCRETO,,,,,NO IDENTIFICA LA CAUSA,
A-2023-03-139,09/03/2023,13:30,CHOQUE,1,1,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.01803437,-77.00198335,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-03-140,09/03/2023,14:00,ATROPELLO FUGA,1,0,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.01920608,-76.98685732,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2023-03-53,09/03/2023,14:10,CHOQUE,1,0,2,CUSCO,ANTA,ANTA,URBANA,CARRETERA,NACIONAL,PE-3S,NO,-13.477006,-72.120795,DESPEJADO,COMERCIAL,CURVA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),,SI,IMPRUDENCIA DEL CONDUCTOR,GIRAR IMPRUDENTEMENTE
A-2023-03-19,09/03/2023,17:10,DESPISTE,2,1,1,LA LIBERTAD,SANCHEZ CARRION,COCHORCO,RURAL,CARRETERA,NACIONAL,PE-10C,NO,-7.774657,-77.776896,DESPEJADO,RURAL,CURVA,PLANA ,AFIRMADO,,,,,NO IDENTIFICA LA CAUSA,
A-2021-04-234,09/04/2021,08:10,DESPISTE,1,0,0,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-12.0208394,-77.0591224,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-04-63,09/04/2021,09:00,VOLCADURA,1,0,1,PUNO,PUNO,PAUCARCOLLA,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-15.7869831641536,-70.0812021301717,DESPEJADO,RURAL,CURVA,INCLINADA,TROCHA,,,,,NEGLIGENCIA DEL CONDUCTOR,CONDUCIR CON FALLAS DE FRENOS
A-2021-04-42,09/04/2021,14:30,CHOQUE,1,3,2,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,RURAL,CARRETERA,NACIONAL,PE-34A,NO,-16.019093,-71.2838097,LLUVIOSO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-04-88,09/04/2021,18:00,CHOQUE,1,2,2,CAJAMARCA,CONTUMAZA,CONTUMAZA,URBANA,CARRETERA,NACIONAL,PE-08,NO,-7.23580207,-78.70758406,DESPEJADO,COMERCIAL,CURVA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),SI,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-04-316,09/04/2021,18:20,DESPISTE,1,1,1,HUANUCO,HUANUCO,CHINCHAO,RURAL,CARRETERA,NACIONAL,PE-18A,NO,-9.525074,-75.954437,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-04-233,09/04/2021,20:20,ATROPELLO FUGA,1,0,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-11.969483,-77.005295,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2021-04-326,09/04/2021,20:50,ATROPELLO,1,0,0,SAN MARTIN,SAN MARTIN,TARAPOTO,URBANA,CARRETERA,NACIONAL,PE-5N,NO,-6.533466,-76.373776,SOLEADO,COMERCIAL,OTRO,PLANA ,ASFALTADA,NO,,,SI,NO IDENTIFICA LA CAUSA,
A-2021-04-104,09/04/2021,21:30,CHOQUE,1,0,2,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,URBANA,CARRETERA,NACIONAL,PE-3S,NO,-13.664063,-73.406394,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-04-198,09/04/2022,09:40,ATROPELLO,1,0,,LIMA,LIMA,ATE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,,-11.997173,-76.834487,,,,,,,,,,,
A-2022-04-73,09/04/2022,12:51,ESPECIAL,1,0,1,AREQUIPA,AREQUIPA,CERRO COLORADO,URBANA,OTRO,URBANO,NO CORRESPONDE,NO,-16.338482,-71.609659,DESPEJADO,COMERCIAL,OTRO,PLANA ,CONCRETO,,,,,NO IDENTIFICA LA CAUSA,
A-2022-04-126,09/04/2022,13:40,DESPISTE,1,0,1,CUSCO,ESPINAR,CONDOROMA,RURAL,CARRETERA,NACIONAL,PE-34J,NO,-15.3575771474586,-71.0940304731979,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,SI,PREVENTIVA (P),INFORMATIVA (I),NO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-04-105,09/04/2022,21:30,CAÍDA DE PASAJERO,1,0,1,LA LIBERTAD,TRUJILLO,MOCHE,RURAL,CARRETERA,VECINAL,LI-1093,NO,-8.147617,-79.005415,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-04-199,09/04/2022,22:10,CHOQUE,1,8,,LIMA,LIMA,ATE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,,-12.039388,-76.932605,,,,,,,,,,,
A-2022-04-197,09/04/2022,23:30,ATROPELLO,1,0,,LIMA,LIMA,ANCON,URBANA,CARRETERA,NACIONAL,PE-1N,,-11.814028,-77.128788,,,,,,,,,,,
A-2023-04-111,09/04/2023,01:10,CHOQUE,1,0,,ICA,CHINCHA,EL CARMEN,RURAL,CARRETERA,NACIONAL,PE-1S,,-13.553249,-76.133279,,,,,,,,,,,
A-2023-04-118,09/04/2023,01:20,DESPISTE,1,0,,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,RURAL,CARRETERA,NACIONAL,PE-20A,NO,-11.2169840366484,-76.4387511682559,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-04-113,09/04/2023,06:00,CHOQUE,1,0,1,CALLAO,CALLAO,CALLAO,URBANA,AUTOPISTA,URBANO,NO CORRESPONDE,NO,-12.0150373,-77.093949617,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,INFORMATIVA (I),,NO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2023-04-11,09/04/2023,07:15,DESPISTE,1,2,1,AREQUIPA,AREQUIPA,YURA,RURAL,CARRETERA,NACIONAL,PE-34A,NO,-16.217848,-71.658131,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,NO IDENTIFICA LA CAUSA,
A-2023-04-109,09/04/2023,08:20,CHOQUE FUGA,1,0,,PIURA,PIURA,CASTILLA,RURAL,CARRETERA,NACIONAL,PE-1NJ,NO,-5.166233,-80.52626,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2023-04-5,09/04/2023,09:50,ATROPELLO,1,0,,PUNO,YUNGUYO,OLLARAYA,RURAL,CARRETERA,VECINAL,PU-1328,NO,-16.248765360015,-68.9778435942963,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2023-04-29,09/04/2023,14:00,ATROPELLO,1,0,,ANCASH,CARHUAZ,MARCARA,RURAL,CARRETERA,VECINAL,AN-770,NO,-9.32333093297273,-77.6073976161597,NUBLADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,NO IDENTIFICA LA CAUSA,
A-2023-04-16,09/04/2023,17:10,DESPISTE,2,5,1,ICA,ICA,SAN JOSE DE LOS MOLINOS,RURAL,CARRETERA,NACIONAL,PE-1SC,NO,-13.9046784,-75.6667099,DESPEJADO,RURAL,SINUOSA,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2023-04-155,09/04/2023,17:20,ATROPELLO,1,0,,LIMA,LIMA,ATE,URBANA,CARRETERA,NACIONAL,PE-22,NO,-12.01301814,-76.88077749,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,INCLINADA,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-04-86,09/04/2023,19:00,CHOQUE,1,0,2,LA LIBERTAD,VIRU,VIRU,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-8.44491239937467,-78.7439381551682,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2023-04-30,09/04/2023,19:30,CHOQUE,1,2,5,AREQUIPA,AREQUIPA,LA JOYA,RURAL,CARRETERA,NACIONAL,PE-1S,NO,-16.521519,-71.793228,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,NO IDENTIFICA LA CAUSA,
A-2021-05-130,09/05/2021,02:00,ATROPELLO,1,0,,LIMA,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-12.17513,-76.97776,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-05-72,09/05/2021,04:15,CHOQUE CON OBJETO FIJO,1,1,1,PIURA,PAITA,PAITA,,AVENIDA,URBANO,NO CORRESPONDE,NO,-5.09256852279175,-81.1049794837401,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,CONCRETO,,,,,NO IDENTIFICA LA CAUSA,
A-2021-05-92,09/05/2021,05:00,DESPISTE,2,0,1,APURIMAC,COTABAMBAS,COTABAMBAS,RURAL,CARRETERA,NACIONAL,PE-3SD,NO,-13.7326107910768,-72.3745692699063,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO
A-2021-05-216,09/05/2021,08:30,DESPISTE,1,0,1,LIMA,BARRANCA,BARRANCA,RURAL,CARRETERA,VECINAL,LM-519,NO,-10.6830967461055,-77.5875042875954,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-05-79,09/05/2021,18:44,CHOQUE,1,2,2,TUMBES,ZARUMILLA,PAPAYAL,RURAL,CARRETERA,DEPARTAMENTAL,TU-101,NO,-3.597169772707,-80.2099049882852,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),NO,IMPRUDENCIA DEL CONDUCTOR,GIRAR IMPRUDENTEMENTE
A-2021-05-32,09/05/2021,21:00,CHOQUE,1,2,2,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,URBANA,CARRETERA,NACIONAL,PE-5N,NO,-6.045477,-77.015953,DESPEJADO,RESIDENCIAL,CURVA,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-05-84,09/05/2021,22:30,CHOQUE FUGA,1,0,2,CUSCO,CHUMBIVILCAS,SANTO TOMAS,URBANA,CALLE,URBANO,NO CORRESPONDE,NO,-14.448563,-72.084076,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-05-211,09/05/2022,01:30,CHOQUE FUGA,1,1,1,LIMA,LIMA,SAN BARTOLO,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-12.386021,-76.769327,DESPEJADO,INDUSTRIAL,PUENTE,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-05-169,09/05/2022,02:40,ATROPELLO FUGA,1,0,0,PUNO,SAN ROMAN,SAN MIGUEL,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-15.4592374,-70.1395813,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-05-91,09/05/2022,03:00,CHOQUE,1,3,3,PIURA,PIURA,CATACAOS,URBANA,CARRETERA,NACIONAL,PE-1NK,NO,-5.27881737209608,-80.6801376570985,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-05-159,09/05/2022,06:00,DESPISTE,1,1,1,PIURA,MORROPON,MORROPON,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-5.147984,-80.06218,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-05-125,09/05/2022,13:00,CAÍDA DE PASAJERO,1,0,,CUSCO,QUISPICANCHI,CCARHUAYO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-13.5949741,-71.4000292,SOLEADO,RESIDENCIAL,TRAMO RECTO,PLANA ,CONCRETO,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR)
A-2022-05-242,09/05/2022,17:30,CHOQUE,1,0,2,PIURA,SULLANA,SULLANA,URBANA,CARRETERA,NACIONAL,PE-1NL,NO,-4.91345340973405,-80.6721137886538,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,NO DAR PASO PREFERENTE AL PEATÓN
A-2022-05-138,09/05/2022,18:00,CHOQUE CON OBJETO FIJO,1,3,1,CUSCO,CANCHIS,SICUANI,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-14.281336,-71.2278245,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,CONCRETO,,,,,IMPERICIA DEL CONDUCTOR,
A-2022-05-44,09/05/2022,18:30,CHOQUE,1,2,2,TUMBES,TUMBES,CORRALES,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-3.61138848129851,-80.5096792146472,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,GIRAR IMPRUDENTEMENTE
A-2022-05-47,09/05/2022,19:45,DESPISTE,1,0,1,TUMBES,ZARUMILLA,MATAPALO,RURAL,CARRETERA,DEPARTAMENTAL,TU-101,NO,-3.6287549264328,-80.194327557888,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
