CÓDIGO SINIESTRO,FECHA SINIESTRO,HORA SINIESTRO,CLASE SINIESTRO,CANTIDAD DE FALLECIDOS,CANTIDAD DE LESIONADOS,CANTIDAD DE VEHICULOS DAÑADOS,DEPARTAMENTO,PROVINCIA,DISTRITO,ZONA,TIPO DE VÍA,RED VIAL,COD CARRETERA,EXISTE CICLOVÍA,COORDENADAS LATITUD,COORDENADAS  LONGITUD,CONDICIÓN CLIMÁTICA,ZONIFICACIÓN,CARACTERÍSTICAS DE VÍA,PERFIL LONGITUDINAL VÍA,SUPERFICIE DE CALZADA,¿EXISTE SEÑAL VERTICAL?,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 1,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 2,¿EXISTE SEÑAL HORIZONTAL?,CAUSA FACTOR PRINCIPAL,CAUSA ESPECÍFICA
A-2021-09-20,02/09/2021,16:19,CHOQUE,1,1,2,PIURA,PIURA,VEINTISEIS DE OCTUBRE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-5.168354,-80.668984,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SI,REGULADORA (R),,NO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-09-270,02/09/2021,16:30,CHOQUE,1,0,2,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-6.54728,-76.34955,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2021-09-13,02/09/2021,20:30,DESPISTE,1,1,1,AREQUIPA,AREQUIPA,LA JOYA,URBANA,CARRETERA,DEPARTAMENTAL,AR-114,NO,-16.487177,-71.845593,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO
A-2021-09-14,02/09/2021,23:30,DESPISTE,1,0,1,AREQUIPA,ISLAY,DEAN VALDIVIA,RURAL,CARRETERA,VECINAL,AR-823,NO,-17.146894,-71.818646,DESPEJADO,RURAL,ÓVALO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-09-158,02/09/2022,01:45,DESPISTE,1,0,,LIMA,LIMA,LIMA,URBANA,JIRÓN,URBANO,NO CORRESPONDE,NO,-12.051548714378525,-77.03661018722241,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-09-67,02/09/2022,11:40,DESPISTE,2,0,1,CUSCO,CALCA,YANATILE,RURAL,CARRETERA,DEPARTAMENTAL,CU-105,NO,-12.6453608,-72.3582205,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO
A-2022-09-33,02/09/2022,13:30,CHOQUE FUGA,1,2,2,LA LIBERTAD,TRUJILLO,HUANCHACO,RURAL,CARRETERA,DEPARTAMENTAL,LI-104,NO,-8.052723,-79.13698,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-09-140,02/09/2022,18:30,DESPISTE,1,0,1,PUNO,MELGAR,SANTA ROSA,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-14.6000202,-70.8358466,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2023-09-84,02/09/2023,01:45,DESPISTE,1,0,,LIMA,LIMA,SAN BORJA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.0884082,-77.00519157,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-09-10,02/09/2023,06:15,CHOQUE,2,0,2,CUSCO,CUSCO,SAN SEBASTIAN,URBANA,CARRETERA,NACIONAL,PE-28G,NO,-13.487310542325691,-71.9180115647935,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO
A-2023-09-21,02/09/2023,08:00,DESPISTE,1,0,,PUNO,EL COLLAO,CAPAZO,RURAL,CARRETERA,NACIONAL,PE-38,NO,-17.20364587525543,-69.76388548947651,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2023-09-64,02/09/2023,18:45,CHOQUE,1,0,,PUNO,AZANGARO,MUÑANI,RURAL,CARRETERA,DEPARTAMENTAL,PU-111,NO,-14.746719242149599,-69.9384659719067,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2023-09-8,02/09/2023,19:30,CHOQUE,1,0,,PUNO,EL COLLAO,ILAVE,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-16.096086,-69.620287,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-09-85,02/09/2023,20:56,ATROPELLO,1,0,,LIMA,LIMA,CARABAYLLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-11.8645445,-77.01586153,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA
A-2023-09-58,02/09/2023,22:48,ATROPELLO,1,0,1,CUSCO,ANTA,ANCAHUASI,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-13.468504,-72.283308,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2023-09-118,02/09/2023,23:00,DESPISTE,1,0,,PUNO,SAN ANTONIO DE PUTINA,SINA,RURAL,CARRETERA,DEPARTAMENTAL,PU-109,NO,-14.498504,-69.281092,DESPEJADO,RURAL,CURVA,PLANA ,TROCHA,,,,,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO
A-2021-10-2,02/10/2021,02:00,DESPISTE,5,25,1,HUANCAVELICA,HUAYTARA,HUAYTARA,RURAL,CARRETERA,NACIONAL,PE-28A,NO,-13.604639,-75.36654,DESPEJADO,RURAL,SINUOSA,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-10-19,02/10/2021,10:00,DESPISTE,1,1,,ANCASH,SIHUAS,CASHAPAMPA,RURAL,CARRETERA,NACIONAL,PE-14C,,-8.595565513920915,-77.65579275880476,,,,,,,,,,,
A-2021-10-4,02/10/2021,11:30,ATROPELLO FUGA,1,0,1,PIURA,PIURA,CATACAOS,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-5.228525,-80.65309,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,INFORMATIVA (I),,NO,NO IDENTIFICA LA CAUSA,
A-2021-10-288,02/10/2021,12:30,DESPISTE,1,1,,JUNIN,CHUPACA,HUACHAC,RURAL,CARRETERA,VECINAL,JU-868,NO,-12.052939,-75.352517,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,TROCHA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2021-10-3,02/10/2021,17:00,CHOQUE,1,0,2,ICA,ICA,SALAS,RURAL,CARRETERA,NACIONAL,PE-1S,NO,-13.951114,-75.79674,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-10-239,02/10/2021,19:22,ATROPELLO,1,0,,LAMBAYEQUE,CHICLAYO,LA VICTORIA,URBANA,OTRO,URBANO,NO CORRESPONDE,NO,-6.796301,-79.843871,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-10-9,02/10/2021,20:20,CHOQUE,1,0,,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,RURAL,CARRETERA,VECINAL,AP-693,NO,-13.76823096846766,-73.36587238577928,DESPEJADO,RURAL,CURVA,INCLINADA,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-10-270,02/10/2021,23:00,CHOQUE FUGA,1,0,,LORETO,MAYNAS,SAN JUAN BAUTISTA,RURAL,CARRETERA,DEPARTAMENTAL,LO-103,,-3.843165595348717,-73.33486691605374,,,,,,,,,,,
A-2022-10-158,02/10/2022,09:30,ATROPELLO,1,0,1,PIURA,PIURA,PIURA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-5.18377,-80.631468,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2022-10-61,02/10/2022,09:50,ATROPELLO,1,0,1,LA LIBERTAD,ASCOPE,CHICAMA,RURAL,CARRETERA,NACIONAL,PE-1NF,NO,-7.832513,-79.149217,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,,,,,NO IDENTIFICA LA CAUSA,
A-2022-10-4,02/10/2022,14:00,CHOQUE,1,0,2,ICA,NASCA,NASCA,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-14.987139011804674,-74.99568299838792,SOLEADO,COMERCIAL,CURVA,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-10-176,02/10/2022,15:45,VOLCADURA,1,1,,JUNIN,HUANCAYO,CULLHUAS,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-12.2073,-75.173784,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2022-10-219,02/10/2022,18:00,DESPISTE,1,4,1,HUANCAVELICA,CHURCAMPA,LOCROJA,RURAL,CARRETERA,VECINAL,HV-730,NO,-12.703873,-74.436193,DESPEJADO,RURAL,CURVA,INCLINADA,AFIRMADO,SI,PREVENTIVA (P),REGULADORA (R),NO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-10-100,02/10/2022,19:00,DESPISTE,1,0,1,LAMBAYEQUE,CHICLAYO,TUMAN,RURAL,CARRETERA,NACIONAL,PE-06A,NO,-6.7416161,-79.714971,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-10-62,02/10/2022,19:30,CHOQUE,1,33,2,LA LIBERTAD,ASCOPE,CHICAMA,RURAL,CARRETERA,NACIONAL,PE-1NF,NO,-7.832145,-79.149068,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,NO ESTABLECER EL DERECHO DE PASO
A-2022-10-16,02/10/2022,21:30,ATROPELLO,1,0,,CUSCO,LA CONVENCION,MARANURA,RURAL,CARRETERA,NACIONAL,PE-28B,NO,-12.9563698,-72.6736112,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2023-10-5,02/10/2023,02:50,CHOQUE,1,0,2,TUMBES,TUMBES,TUMBES,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-3.5549045070785783,-80.43617063825494,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,NO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-10-95,02/10/2023,12:35,ATROPELLO,1,0,,LIMA,LIMA,LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.00262488,-76.86713909,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-10-3,02/10/2023,15:30,DESPISTE,3,2,1,HUANCAVELICA,HUAYTARA,HUAYTARA,RURAL,CARRETERA,NACIONAL,PE-28A,NO,-13.591039,-75.29508,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,SI,PREVENTIVA (P),REGULADORA (R),SI,NO IDENTIFICA LA CAUSA,
A-2023-10-61,02/10/2023,15:30,CHOQUE,1,14,2,CUSCO,URUBAMBA,OLLANTAYTAMBO,RURAL,CARRETERA,NACIONAL,PE-28B,NO,-13.2604422283382,-72.2462892493201,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2023-10-34,02/10/2023,18:15,CHOQUE,1,0,2,LA LIBERTAD,TRUJILLO,TRUJILLO,URBANA,CARRETERA,NACIONAL,PE-10A,NO,-8.118218,-79.003657,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-10-96,02/10/2023,19:00,DESPISTE,1,0,,LIMA,LIMA,INDEPENDENCIA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-11.99322374,-77.05684144,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-10-66,02/10/2023,22:00,CHOQUE,1,0,,PIURA,PIURA,CATACAOS,RURAL,CARRETERA,VECINAL,PI-1020,NO,-5.247609,-80.678845,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,,,,,,
A-2021-11-114,02/11/2021,18:15,CHOQUE,1,0,0,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-11.853004,-77.089262,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-11-60,02/11/2021,21:30,CHOQUE,1,4,2,SAN MARTIN,RIOJA,PARDO MIGUEL,URBANA,CARRETERA,NACIONAL,PE-5N,NO,-5.743692,-77.491168,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-11-8,02/11/2021,22:00,ATROPELLO,1,0,,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,NO,-11.986945636020454,-77.12551634359441,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-11-3,02/11/2021,22:06,ATROPELLO,1,0,1,ICA,ICA,SALAS,RURAL,CARRETERA,NACIONAL,PE-1S,NO,-13.971763775730947,-75.77856388564376,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-11-38,02/11/2022,10:55,CHOQUE,4,0,2,CUSCO,CANCHIS,SICUANI,RURAL,CARRETERA,NACIONAL,PE-3S,NO,-14.309054081565096,-71.20804508980757,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-11-34,02/11/2022,14:36,ATROPELLO,1,0,1,CUSCO,CUSCO,SAN SEBASTIAN,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-13.529292663739293,-71.93610288078885,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-11-43,02/11/2022,19:00,ATROPELLO,1,1,1,ANCASH,CARHUAZ,CARHUAZ,RURAL,CARRETERA,DEPARTAMENTAL,AN-107,NO,-9.282806434339813,-77.64802974004212,LLUVIOSO,RURAL,CURVA,INCLINADA,TROCHA,SI,PREVENTIVA (P),,NO,NO IDENTIFICA LA CAUSA,
A-2023-11-107,02/11/2023,04:40,ATROPELLO,1,0,,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.03225906,-77.06423077,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,,
A-2023-11-108,02/11/2023,05:00,ATROPELLO,1,0,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.02576411,-77.01010623,DESPEJADO,COMERCIAL,CURVA,PLANA ,ASFALTADA,,,,,,
A-2023-11-109,02/11/2023,11:45,ATROPELLO FUGA,1,0,,LIMA,LIMA,SAN BARTOLO,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-12.381164,-76.774431,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,,
A-2023-11-65,02/11/2023,11:50,DESPISTE,1,0,1,PUNO,AZANGARO,SANTIAGO DE PUPUJA,RURAL,CARRETERA,NACIONAL,PE-34B,NO,-15.0007276,-70.1823811,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2023-11-4,02/11/2023,12:04,ATROPELLO,1,0,,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,URBANA,JIRÓN,URBANO,NO CORRESPONDE,NO,-13.649608,-73.363528,SOLEADO,RESIDENCIAL,OTRO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA
A-2023-11-19,02/11/2023,14:30,DESPISTE,1,2,1,APURIMAC,ANDAHUAYLAS,PACUCHA,RURAL,CARRETERA,VECINAL,AP-576,NO,-13.569,-73.289505,DESPEJADO,RURAL,CURVA,INCLINADA,AFIRMADO,,,,,,
A-2023-11-111,02/11/2023,17:40,CHOQUE,1,0,,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-12.01796391,-77.00180065,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,,
A-2023-11-79,02/11/2023,19:15,ATROPELLO FUGA,1,0,,JUNIN,CONCEPCION,CHAMBARA,RURAL,CARRETERA,NACIONAL,PE-24,NO,-12.026391,-75.411418,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR)
A-2023-11-110,02/11/2023,19:45,ATROPELLO,1,0,,LIMA,LIMA,ATE,URBANA,CARRETERA,NACIONAL,PE-22,NO,-12.009693,-76.868245,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),SI,,
A-2023-11-13,02/11/2023,23:10,CHOQUE,1,1,,PIURA,PIURA,CASTILLA,RURAL,CARRETERA,DEPARTAMENTAL,PI-126,NO,-4.982013,-80.56318,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,,
A-2021-12-32,02/12/2021,08:20,CHOQUE,1,0,2,TUMBES,TUMBES,LA CRUZ,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-3.6307421369780535,-80.57235174136059,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-12-215,02/12/2021,17:50,CHOQUE,1,0,1,LIMA,LIMA,LURIGANCHO,URBANA,AUTOPISTA,URBANO,NO CORRESPONDE,NO,-12.011532,-76.891939,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-12-160,02/12/2021,20:00,ATROPELLO FUGA,1,0,0,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,URBANA,CARRETERA,NACIONAL,PE-1NJ,NO,-6.1537335,-79.7078371,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-12-79,02/12/2021,20:35,ATROPELLO FUGA,1,0,1,PIURA,PIURA,CASTILLA,RURAL,CARRETERA,DEPARTAMENTAL,PI-126,NO,-5.10173505,-80.5979354,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-12-97,02/12/2022,02:15,DESPISTE,1,1,1,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,RURAL,CARRETERA,DEPARTAMENTAL,HV-115,NO,-13.032612,-74.957484,DESPEJADO,RURAL,CURVA,INCLINADA,CASCAJO/RIPIO,SI,PREVENTIVA (P),PREVENTIVA (P),NO,NO IDENTIFICA LA CAUSA,
A-2022-12-89,02/12/2022,05:45,ATROPELLO,1,0,1,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,RURAL,CARRETERA,NACIONAL,PE-1NJ,NO,-6.337246,-79.765726,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-12-101,02/12/2022,07:40,CHOQUE,1,3,1,PUNO,LAMPA,SANTA LUCIA,RURAL,CARRETERA,NACIONAL,PE-34A,NO,-15.681142490713002,-70.5560874746419,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2022-12-147,02/12/2022,08:30,CHOQUE,1,1,,LIMA,LIMA,ATE,URBANA,CARRETERA,NACIONAL,PE-22,NO,-12.01503277091015,-76.90017695554093,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-12-11,02/12/2022,10:00,DESPISTE,1,1,1,ANCASH,YUNGAY,YUNGAY,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,NO,-9.142778615478662,-77.74702647393447,DESPEJADO,RURAL,CURVA,INCLINADA,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO
A-2022-12-4,02/12/2022,16:00,DESPISTE,1,0,,PUNO,PUNO,MAÑAZO,RURAL,CARRETERA,VECINAL,PU-1077,NO,-15.80226651273694,-70.36272155974484,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL
A-2022-12-81,02/12/2022,17:57,CHOQUE,1,0,,ANCASH,SANTA,SANTA,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-9.00736985783495,-78.61861512295174,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2022-12-106,02/12/2022,19:20,CHOQUE,1,1,2,LAMBAYEQUE,FERREÑAFE,PITIPO,RURAL,CARRETERA,DEPARTAMENTAL,LA-103,NO,-6.4737448,-79.6349695,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,,,,,NO IDENTIFICA LA CAUSA,
A-2022-12-17,02/12/2022,21:15,ATROPELLO FUGA,1,0,1,AREQUIPA,AREQUIPA,MARIANO MELGAR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-16.402719829329364,-71.5083360504874,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,NO,,,SI,NO IDENTIFICA LA CAUSA,
A-2022-12-135,02/12/2022,22:55,DESPISTE,1,0,,LIMA,LIMA,LURIGANCHO,URBANA,CARRETERA,NACIONAL,PE-22,NO,-11.944786203706464,-76.7097334987167,DESPEJADO,COMERCIAL,CURVA,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,NO,NO IDENTIFICA LA CAUSA,
A-2023-12-57,02/12/2023,07:28,ATROPELLO,1,0,,JUNIN,HUANCAYO,HUANCAYO,URBANA,CALLE,URBANO,NO CORRESPONDE,NO,-12.071005,-75.20299,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN)
A-2023-12-88,02/12/2023,16:30,DESPISTE,1,0,,LIMA,LIMA,PUENTE PIEDRA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-11.82183549,-77.10313954,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,TROCHA,,,,,,
A-2023-12-37,02/12/2023,19:00,ATROPELLO,1,0,1,LA LIBERTAD,TRUJILLO,LA ESPERANZA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,NO,-8.06603606,-79.05134333,DESPEJADO,ESCOLAR,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2023-12-89,02/12/2023,19:20,ATROPELLO,1,0,,LIMA,LIMA,CARABAYLLO,URBANA,CARRETERA,NACIONAL,PE-20A,NO,-11.89026193,-77.04416421,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,,
A-2021-01-258,03/01/2021,00:35,ATROPELLO FUGA,1,0,0,LIMA,LIMA,VILLA EL SALVADOR,URBANA,CARRETERA,NACIONAL,PE-1S,NO,-12.225604,-76.971698,SOLEADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
A-2021-01-40,03/01/2021,09:30,CHOQUE,1,1,2,LA LIBERTAD,ASCOPE,CHICAMA,RURAL,CARRETERA,NACIONAL,PE-1N,NO,-7.84524,-79.150883,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,GIRAR IMPRUDENTEMENTE
A-2021-01-17,03/01/2021,16:10,DESPISTE,1,3,1,LIMA,HUAURA,PACCHO,RURAL,CARRETERA,NACIONAL,PE-18,NO,-10.88706939738808,-76.98079339602495,LLUVIOSO,RURAL,SINUOSA,PLANA ,ASFALTADA,SI,REGULADORA (R),PREVENTIVA (P),NO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD
A-2021-01-64,03/01/2021,20:50,ATROPELLO,1,0,1,JUNIN,SATIPO,MAZAMARI,RURAL,CARRETERA,NACIONAL,PE-5S,NO,-11.299122793253288,-74.54719269575503,NUBLADO,RURAL,CURVA,PLANA ,CONCRETO,,,,,NO IDENTIFICA LA CAUSA,
A-2021-01-41,03/01/2021,21:15,ATROPELLO,1,1,1,LA LIBERTAD,VIRU,VIRU,URBANA,CARRETERA,NACIONAL,PE-1N,NO,-8.42432,-78.781809,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NO IDENTIFICA LA CAUSA,
